0,0,,0,,,,,0,0,0
0,0,,0,D,Open,Pass,,0,0,15
0,0,,0,D,Late,Run,,0,0,9
0,0,,0,D,Doubles Left,Pass,,0,0,7
0,0,,0,D,Open,Run,,0,0,32
0,0,,0,D,Open,Run,,0,0,32
0,0,,0,D,Defense,,,0,0,0
0,0,,-44,O,Trip,Run,,50,6,0
0,0,,35,O,Left,Run,,31,4,0
0,0,,31,O,Trip,Pass,,25,6,0
0,0,,25,O,Trip,Pass,,25,0,0
0,0,,25,O,Trip,Pass,,25,0,0
0,0,,24,O,Trip,Run,,0,-76,0
0,0,,0,D,Open,Pass,,0,0,1
0,0,,0,D,Doubles Right,Run,,0,0,32
0,0,,0,D,Doubles Right,Run,,0,0,9
0,0,,0,K,,,,0,0,0
0,0,,-45,O,Trip,Pass,,-45,0,0
0,0,,-46,O,Trip,Run,,0,-46,0
0,0,,0,D,Doubles Left,Run,,0,0,21
0,0,,0,D,Right,Run,,0,0,9
0,0,,0,D,Doubles Right,Run,,0,0,9
0,0,,0,D,Trip,Pass,,0,0,0
0,0,,23,O,Left,Run,,23,0,0
0,0,,23,O,Trip,Pass,,11,12,0
0,0,,6,O,Doubles Left,Run,,0,-94,0
0,0,,0,D,Pro,Run,,0,0,32
0,0,,0,D,Wing Trey,Run,,0,0,32
0,0,,0,D,Empty Left,Run,,0,0,9
0,0,,0,K,,,,0,0,0
0,0,,-47,O,Doubles Right,Run,,38,15,0
0,0,,38,O,Doubles Right,Run,,37,1,0
0,0,,37,O,Doubles Right,Run,,32,5,0
0,0,,38,O,Doubles Right,Run,,25,13,0
0,0,,25,O,Doubles Left,Run,,17,8,0
0,0,,17,O,Doubles Left,Pass,,0,-83,0
0,0,,0,D,Doubles Left,Run,,0,0,0
0,0,,0,D,Trip,Pass,,0,0,0
0,0,,12,O,Trip,Pass,,12,0,0
0,0,,13,O,Trip,Pass,,0,-87,0
0,0,,0,D,Open,Run,,0,0,32
0,0,,0,D,Open,Run,,0,0,32
0,0,,0,D,Open,Pass,,0,0,1
0,0,,0,K,,,,-21,21,0
0,0,,0,K,,,,0,0,0
0,0,,-34,O,Doubles Left,Run,,-41,7,0
0,0,,41,K,,,,0,-59,0
0,0,,1,K,,,,0,-99,0
0,0,,-41,O,Doubles Left,Run,,-40,-1,0
0,0,,30,K,,,,0,-70,0
0,0,,-40,O,Doubles Left,Run,,-43,3,0
0,0,,-45,O,Doubles Right,Pass,,0,-45,0
0,0,,0,D,Empty Left,Run,,0,0,0
0,0,,0,D,,,,0,0,0
0,0,,-45,O,Left,Run,,-44,-1,0
0,0,,-43,O,Left,Run,,50,7,0
0,0,,-48,O,Trip,Run,,36,16,0
